station,station_name,valid(America/Chicago),tmpf
DAL,DALLAS/LOVE FIELD,2025-07-10 01:14,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:15,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:16,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:17,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:18,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:19,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:20,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:21,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:22,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:23,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:24,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:25,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:26,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:27,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:28,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:29,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:30,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:31,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:32,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:33,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:34,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:35,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:36,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:37,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:38,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:39,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:40,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:41,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:42,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:43,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:44,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:45,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:46,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:47,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:48,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:49,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:50,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:51,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:52,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:53,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:54,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:55,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:56,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:57,76
DAL,DALLAS/LOVE FIELD,2025-07-10 01:58,75
DAL,DALLAS/LOVE FIELD,2025-07-10 01:59,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:00,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:01,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:02,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:03,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:04,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:05,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:06,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:07,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:08,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:09,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:10,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:11,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:12,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:13,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:14,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:15,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:16,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:17,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:18,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:19,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:20,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:21,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:22,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:23,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:24,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:25,76
DAL,DALLAS/LOVE FIELD,2025-07-10 02:26,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:27,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:28,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:29,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:30,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:31,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:32,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:33,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:34,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:35,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:36,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:37,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:38,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:39,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:40,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:41,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:42,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:43,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:44,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:45,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:46,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:47,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:48,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:49,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:50,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:51,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:52,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:53,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:54,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:55,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:56,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:57,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:58,75
DAL,DALLAS/LOVE FIELD,2025-07-10 02:59,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:00,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:01,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:02,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:03,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:04,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:05,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:06,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:07,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:08,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:09,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:10,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:11,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:12,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:13,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:14,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:15,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:16,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:17,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:18,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:19,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:20,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:21,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:22,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:23,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:24,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:25,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:26,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:27,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:28,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:29,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:30,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:31,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:32,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:33,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:34,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:35,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:36,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:37,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:38,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:39,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:40,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:41,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:42,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:43,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:44,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:45,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:46,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:47,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:48,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:49,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:50,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:51,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:52,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:53,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:54,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:55,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:56,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:57,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:58,75
DAL,DALLAS/LOVE FIELD,2025-07-10 03:59,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:00,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:01,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:02,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:03,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:04,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:05,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:06,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:07,75
DAL,DALLAS/LOVE FIELD,2025-07-10 04:08,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:09,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:10,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:11,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:12,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:13,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:14,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:15,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:16,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:17,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:18,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:19,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:20,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:21,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:22,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:23,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:24,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:25,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:26,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:27,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:28,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:29,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:30,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:31,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:32,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:33,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:34,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:35,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:36,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:37,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:38,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:39,M
DAL,DALLAS/LOVE FIELD,2025-07-10 04:40,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:41,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:42,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:43,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:44,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:45,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:46,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:47,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:48,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:49,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:50,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:51,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:52,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:53,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:54,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:55,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:56,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:57,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:58,74
DAL,DALLAS/LOVE FIELD,2025-07-10 04:59,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:00,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:01,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:02,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:03,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:04,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:05,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:06,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:07,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:08,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:09,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:10,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:11,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:12,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:13,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:14,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:15,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:16,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:17,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:18,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:19,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:20,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:21,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:22,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:23,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:24,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:25,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:26,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:27,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:28,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:29,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:30,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:31,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:32,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:33,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:34,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:35,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:36,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:37,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:38,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:39,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:40,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:41,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:42,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:43,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:44,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:45,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:46,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:47,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:48,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:49,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:50,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:51,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:52,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:53,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:54,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:55,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:56,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:57,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:58,74
DAL,DALLAS/LOVE FIELD,2025-07-10 05:59,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:00,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:01,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:02,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:03,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:04,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:05,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:06,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:07,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:08,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:09,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:10,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:11,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:12,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:13,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:14,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:15,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:16,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:17,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:18,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:19,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:20,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:21,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:22,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:23,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:24,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:25,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:26,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:27,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:28,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:29,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:30,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:31,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:32,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:33,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:34,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:35,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:36,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:37,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:38,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:39,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:40,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:41,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:42,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:43,74
DAL,DALLAS/LOVE FIELD,2025-07-10 06:44,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:45,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:46,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:47,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:48,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:49,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:50,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:51,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:52,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:53,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:54,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:55,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:56,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:57,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:58,75
DAL,DALLAS/LOVE FIELD,2025-07-10 06:59,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:00,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:01,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:02,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:03,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:04,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:05,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:06,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:07,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:08,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:09,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:10,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:11,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:12,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:13,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:14,75
DAL,DALLAS/LOVE FIELD,2025-07-10 07:15,75
